id,title,popularity,release_date,launch Month,launch Year ,vote_average,vote_count
27022,The Sorcerer's Apprentice,46.323,7/13/2010,7,2010,6.106,4677
10832,Them,9.163,7/19/2006,7,2006,6.106,484
457262,Rip Tide,12.855,10/3/2017,10,2017,6.106,442
10606,The Philadelphia Experiment,14.572,8/3/1984,8,1984,6.106,344
127867,The Brass Teapot,15.238,9/8/2012,9,2012,6.105,441
9955,Blades of Glory,25.59,3/30/2007,3,2007,6.104,1635
192132,Palo Alto,18.958,12/29/2013,12,2013,6.104,815
198287,After the Dark,12.757,7/6/2013,7,2013,6.104,633
1613,The 51st State,14.394,12/7/2001,12,2001,6.104,555
7342,Carrie,34.1,11/4/2002,11,2002,6.104,438
8067,A Life Less Ordinary,13.007,10/24/1997,10,1997,6.104,405
262504,Allegiant,36.324,3/9/2016,3,2016,6.103,6267
7303,Maid in Manhattan,32.091,12/13/2002,12,2002,6.103,1762
10185,The Midnight Meat Train,22.959,8/7/2008,8,2008,6.103,1015
10068,Nine 1/2 Weeks,25.912,2/9/1986,2,1986,6.103,900
258363,Desierto,13.084,4/12/2015,4,2015,6.103,330
331313,Keeping Up with the Joneses,20.705,10/20/2016,10,2016,6.102,1887
419704,Ad Astra,21.4,9/17/2019,9,2019,6.101,6201
10489,Cujo,41.346,8/10/1983,8,1983,6.101,915
10395,Wolf,25.972,6/17/1994,6,1994,6.101,828
641501,How I Became a Superhero,27.524,11/19/2020,11,2020,6.101,462
14362,Out for Justice,37.965,4/12/1991,4,1991,6.101,395
10869,Herbie Rides Again,22.053,2/12/1974,2,1974,6.101,372
708577,Like a Cat on a Highway 2,5.621,8/14/2021,8,2021,6.101,312
335988,Transformers: The Last Knight,80.693,6/16/2017,6,2017,6.1,5786
109418,Grown Ups 2,99.85,7/11/2013,7,2013,6.1,3973
526896,Morbius,76.771,3/30/2022,3,2022,6.1,3765
19959,Surrogates,31.317,9/24/2009,9,2009,6.1,2942
531309,Brightburn,53.091,5/9/2019,5,2019,6.1,2895
7484,Open Season,26.021,9/27/2006,9,2006,6.1,2555
10665,The Strangers,27.809,5/29/2008,5,2008,6.1,2222
58431,Pride and Prejudice and Zombies,32.695,2/4/2016,2,2016,6.1,2043
197796,Beauty and the Beast,31.93,2/12/2014,2,2014,6.1,1933
7288,Duplex,18.416,9/26/2003,9,2003,6.1,1572
14128,Cinderella II: Dreams Come True,64.791,2/23/2002,2,2002,6.1,1345
424121,Apostle,31.237,9/21/2018,9,2018,6.1,1321
10003,The Saint,22.887,4/3/1997,4,1997,6.1,1033
1273,TMNT,40.113,3/23/2007,3,2007,6.1,1017
2665,Airplane II: The Sequel,26.911,12/10/1982,12,1982,6.1,988
11979,Queen of the Damned,26.13,2/10/2002,2,2002,6.1,964
532671,The Prodigy,18.959,2/6/2019,2,2019,6.1,911
522016,The 355,38.349,1/5/2022,1,2022,6.1,882
10199,The Tale of Despereaux,22.554,12/18/2008,12,2008,6.1,841
295830,Attack on Titan,51.418,8/1/2015,8,2015,6.1,692
39210,Somewhere,12.124,9/3/2010,9,2010,6.1,675
13492,Frontier(s),15.702,7/1/2007,7,2007,6.1,664
831946,Interceptor,33.011,5/26/2022,5,2022,6.1,649
576156,The Lovebirds,19.516,5/22/2020,5,2020,6.1,635
10093,The Return,13.55,11/10/2006,11,2006,6.1,602
434203,Newness,22.444,11/3/2017,11,2017,6.1,575
11966,Short Circuit 2,29.268,7/6/1988,7,1988,6.1,531
593395,Diabolik,20.837,12/16/2021,12,2021,6.1,528
14013,BASEketball,27.419,7/28/1998,7,1998,6.1,520
296360,Love & Friendship,13.236,5/26/2016,5,2016,6.1,512
507143,Candy Jar,19.316,4/27/2018,4,2018,6.1,469
126277,American Mary,19.919,1/11/2013,1,2013,6.1,462
6217,Cat People,17.658,4/2/1982,4,1982,6.1,456
84204,Grabbers,20.298,8/10/2012,8,2012,6.1,411
664574,Silent Night,18.602,12/3/2021,12,2021,6.1,392
5852,Angel Eyes,13.896,5/18/2001,5,2001,6.1,391
30974,High Lane,10.155,6/24/2009,6,2009,6.1,388
451184,Wasp Network,21.365,1/29/2020,1,2020,6.1,341
928381,Restless,29.658,2/25/2022,2,2022,6.1,341
51447,Trophy Wife,9.588,11/10/2010,11,2010,6.1,336
20850,Ilsa: She Wolf of the SS,11.3,10/1/1975,10,1975,6.1,325
461928,Anna and the Apocalypse,15.322,11/30/2018,11,2018,6.1,323
354110,Forsaken,16.628,9/16/2015,9,2015,6.1,314
157834,The Zero Theorem,14.519,9/20/2013,9,2013,6.098,1110
1249,Hollywoodland,14.93,8/31/2006,8,2006,6.098,361
1620,Hitman,36.837,11/21/2007,11,2007,6.097,3054
1644,The Vanishing,17.351,2/5/1993,2,1993,6.097,449
7520,Cocktail,29.671,7/29/1988,7,1988,6.096,1324
184345,A Haunted House 2,55.398,4/17/2014,4,2014,6.096,1303
60672,Crimson Rivers II: Angels of the Apocalypse,21.073,2/18/2004,2,2004,6.096,649
121936,Happiness Never Comes Alone,11.955,6/27/2012,6,2012,6.096,408
141052,Justice League,87.441,11/15/2017,11,2017,6.095,12346
126889,Alien: Covenant,93.591,5/9/2017,5,2017,6.095,7924
55779,Final Destination 5,70.052,8/12/2011,8,2011,6.095,3138
9594,Double Impact,37.437,7/31/1991,7,1991,6.095,955
10516,The Gendarme and the Creatures from Outer Space,14.115,1/31/1979,1,1979,6.095,560
48171,The Rite,27.553,1/28/2011,1,2011,6.094,1949
84348,V/H/S,19.651,7/28/2012,7,2012,6.094,1393
190955,Blood Ties,16.603,8/22/2013,8,2013,6.094,432
41664,Fantozzi Retires,6.854,12/22/1988,12,1988,6.094,356
27621,The Cheetah Girls: One World,16.099,8/22/2008,8,2008,6.094,314
10153,Sphere,20.865,2/13/1998,2,1998,6.093,1484
410199,ARQ,24.892,9/16/2016,9,2016,6.093,1089
317744,Careful What You Wish For,19.86,5/6/2015,5,2015,6.093,366
339846,Baywatch,74.223,5/25/2017,5,2017,6.092,7601
9029,What Happens in Vegas,31.165,5/7/2008,5,2008,6.092,2853
295151,Let It Snow,21.827,11/8/2019,11,2019,6.092,1092
336004,Heist,23.893,11/13/2015,11,2015,6.092,858
10720,Down with Love,19.61,5/8/2003,5,2003,6.092,658
283601,Galveston,17.209,10/10/2018,10,2018,6.092,467
21788,Trouble at Timpetill,11.212,12/17/2008,12,2008,6.092,357
53182,300: Rise of an Empire,73.89,3/5/2014,3,2014,6.091,6111
37786,Sex and the City 2,36.7,5/26/2010,5,2010,6.091,1533
8873,Wayne's World 2,22.831,12/10/1993,12,1993,6.09,946
21972,Like Mike,19.643,7/3/2002,7,2002,6.09,463
317744,Careful What You Wish For,19.86,5/6/2015,5,2015,6.09,365
492355,Just Believe,5.612,3/29/2018,3,2018,6.09,326
569814,Rebels,8.069,1/17/2019,1,2019,6.09,307
261392,American Ultra,24.707,8/19/2015,8,2015,6.089,2622
57201,The Lone Ranger,27.653,7/3/2013,7,2013,6.088,5562
134411,Snitch,25.268,2/21/2013,2,2013,6.088,2236
44603,Hereafter,29.357,10/22/2010,10,2010,6.088,1534
486070,Blessed Madness,8.049,1/11/2018,1,2018,6.088,371
408439,Hounds of Love,13.906,10/7/2016,10,2016,6.088,314
296100,The Night Before,28.749,11/20/2015,11,2015,6.087,1572
33909,Wall Street: Money Never Sleeps,29.61,9/20/2010,9,2010,6.087,1406
72358,A Thousand Words,25.725,3/7/2012,3,2012,6.087,1235
35056,Date Night,26.588,4/8/2010,4,2010,6.086,2665
170354,The Unlikely Prince,7.383,2/9/2013,2,2013,6.085,626
9610,Conan the Destroyer,33.69,6/29/1984,6,1984,6.084,1364
37861,Valhalla Rising,20.92,9/4/2009,9,2009,6.084,1120
49013,Cars 2,116.286,6/11/2011,6,2011,6.083,7198
9286,Final Destination 3,60.247,2/9/2006,2,2006,6.083,3569
262841,Monster Trucks,26.538,12/21/2016,12,2016,6.083,786
70577,Faces in the Crowd,16.268,10/25/2011,10,2011,6.082,457
280002,The Remaining,80.883,8/25/2014,8,2014,6.082,365
278154,Ice Age: Collision Course,74.187,6/23/2016,6,2016,6.081,4216
4970,Gothika,26.66,11/21/2003,11,2003,6.081,2131
11228,Daylight,36.532,12/6/1996,12,1996,6.081,1413
13186,Wrong Turn 2: Dead End,60.651,8/25/2007,8,2007,6.081,1263
13944,Passengers,22.504,9/26/2008,9,2008,6.081,836
2057,Original Sin,36.114,5/8/2001,5,2001,6.081,749
8989,Harry and the Hendersons,26.158,6/5/1987,6,1987,6.081,628
421658,Final Score,22.448,9/7/2018,9,2018,6.081,472
8409,A Man Apart,31.118,4/4/2003,4,2003,6.08,817
451955,Double Lover,17.254,5/26/2017,5,2017,6.08,492
272692,The Possession of Michael King,11.595,8/14/2014,8,2014,6.08,362
339792,David Brent: Life on the Road,11.875,8/19/2016,8,2016,6.08,337
4806,Runaway Bride,29.519,7/30/1999,7,1999,6.079,1839
404733,Overdrive,25.559,6/16/2017,6,2017,6.078,875
10623,Cradle 2 the Grave,29.488,2/28/2003,2,2003,6.078,841
9395,Above the Law,22.57,4/8/1988,4,1988,6.078,613
345922,Fist Fight,25.815,2/16/2017,2,2017,6.077,1178
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,37.419,3/22/1991,3,1991,6.077,1018
14043,Nancy Drew,19.25,6/15/2007,6,2007,6.077,482
10173,Marked for Death,25.236,10/5/1990,10,1990,6.077,475
417643,In Darkness,16.556,5/25/2018,5,2018,6.077,445
519106,The Trouble with You,10.668,10/6/2018,10,2018,6.077,421
17182,Eye for an Eye,21.489,1/12/1996,1,1996,6.077,317
664469,Amsterdam,36.055,9/27/2022,9,2022,6.076,1207
64807,Grudge Match,17.824,12/25/2013,12,2013,6.076,1192
50204,Burke & Hare,11.467,10/29/2010,10,2010,6.075,431
59108,Tower Heist,35.395,11/2/2011,11,2011,6.074,2745
426543,The Nutcracker and the Four Realms,51.781,10/26/2018,10,2018,6.074,2005
28211,Chloe,25.906,2/25/2010,2,2010,6.074,1588
12122,Village of the Damned,15.365,4/28/1995,4,1995,6.074,752
166271,Haunter,16.944,10/17/2013,10,2013,6.074,517
13975,In the Electric Mist,22.081,4/15/2009,4,2009,6.074,385
611605,1BR,18.474,7/18/2019,7,2019,6.073,389
301502,Blonde,48.024,9/16/2022,9,2022,6.072,1180
10833,Heartbreakers,27.714,3/23/2001,3,2001,6.072,830
398920,He Even Has Your Eyes,10.895,1/18/2017,1,2017,6.072,487
395814,Rememory,13.304,9/8/2017,9,2017,6.072,394
951,Kindergarten Cop,14.857,12/21/1990,12,1990,6.071,2288
458305,Vivarium,31.577,9/7/2019,9,2019,6.071,1834
77951,Walking with Dinosaurs,39.158,12/18/2013,12,2013,6.071,438
192102,3 Days to Kill,30.002,2/14/2014,2,2014,6.07,2015
253235,And So It Goes,13.333,7/17/2014,7,2014,6.07,428
10442,So I Married an Axe Murderer,18.108,7/30/1993,7,1993,6.07,377
25769,Carriers,37.124,9/4/2009,9,2009,6.069,1305
11707,Tightrope,23.209,8/17/1984,8,1984,6.069,303
36670,Never Say Never Again,39.942,10/7/1983,10,1983,6.068,1307
643586,Willy's Wonderland,38.676,2/12/2021,2,2021,6.068,844
1738,Next,82.417,4/25/2007,4,2007,6.067,2755
605804,The Wretched,17.475,3/9/2020,3,2020,6.067,568
183836,The Brats,7.448,4/17/2013,4,2013,6.067,511
44040,Devil,30.61,9/16/2010,9,2010,6.066,2678
342521,Keanu,17.675,4/21/2016,4,2016,6.066,976
76544,Man of Tai Chi,17.471,7/4/2013,7,2013,6.066,836
38073,Going the Distance,18.217,8/27/2010,8,2010,6.066,686
11419,Vegas Vacation,21.62,2/13/1997,2,1997,6.066,572
12526,Bug,11.713,11/11/2006,11,2006,6.066,489
9415,Murder at 1600,34.447,4/18/1997,4,1997,6.066,485
10562,Under Suspicion,17.898,8/24/2000,8,2000,6.066,412
595148,Irresistible,26.405,7/1/2020,7,2020,6.066,388
308453,The Bronze,20.556,1/22/2016,1,2016,6.066,348
315837,Ghost in the Shell,51.338,3/29/2017,3,2017,6.065,7635
316023,Mike and Dave Need Wedding Dates,19.707,7/7/2016,7,2016,6.065,2357
9397,Evolution,46.997,6/8/2001,6,2001,6.064,2049
88751,Journey to the Center of the Earth,43.705,7/10/2008,7,2008,6.063,4513
6623,The Peacemaker,30.316,9/26/1997,9,1997,6.063,882
127521,6 Bullets,20.938,9/11/2012,9,2012,6.062,305
9637,Scooby-Doo,67.771,6/14/2002,6,2002,6.061,4129
6520,First Knight,25.659,7/7/1995,7,1995,6.061,1092
706510,Desperados,15.42,7/1/2020,7,2020,6.061,458
207932,Inferno,54.589,10/13/2016,10,2016,6.06,5943
9298,Ali G Indahouse,19.002,3/21/2002,3,2002,6.06,1259
290999,Wyrmwood: Road of the Dead,15.841,9/19/2014,9,2014,6.06,402
8130,Desperately Seeking Susan,16.662,3/29/1985,3,1985,6.06,389
16342,The Children,9.684,12/5/2008,12,2008,6.06,349
228165,The SpongeBob Movie: Sponge Out of Water,56.988,1/28/2015,1,2015,6.058,2198
9874,Cobra,43.519,5/22/1986,5,1986,6.057,1584
48572,Red State,13.169,8/19/2011,8,2011,6.057,873
11428,Sleepwalkers,29.033,4/10/1992,4,1992,6.057,477
10022,The Pacifier,35.996,3/4/2005,3,2005,6.056,2872
106021,Erased,20.3,8/23/2012,8,2012,6.056,677
12088,Fortress,12.075,9/30/1992,9,1992,6.056,594
598133,The F**k-It List,16.912,7/1/2020,7,2020,6.055,463
10157,Police Academy 2: Their First Assignment,32.614,3/28/1985,3,1985,6.054,1409
9910,Two for the Money,14.007,10/7/2005,10,2005,6.054,570
523936,Meander,25.092,7/1/2021,7,2021,6.054,364
10663,The Waterboy,25.66,11/6/1998,11,1998,6.053,1665
64689,Killing Them Softly,18.959,7/30/2012,7,2012,6.052,1996
524247,The Intruder,30.802,5/3/2019,5,2019,6.052,537
800497,Werewolves Within,24.716,6/25/2021,6,2021,6.052,449
800345,Carter,51.172,8/5/2022,8,2022,6.052,318
62213,Dark Shadows,40.265,5/9/2012,5,2012,6.051,6816
15092,Crank: High Voltage,38.059,4/16/2009,4,2009,6.051,2623
9946,End of Days,34.208,11/24/1999,11,1999,6.051,1700
4961,Mimic,19.158,8/22/1997,8,1997,6.051,995
232572,A Walk in the Woods,20.156,9/2/2015,9,2015,6.051,646
578908,Bad Trip,19.345,3/26/2021,3,2021,6.051,475
76640,The Last Stand,33.304,1/12/2013,1,2013,6.05,2622
2268,The Golden Compass,40.382,12/4/2007,12,2007,6.049,4286
11052,Yu-Gi-Oh! The Movie,34.041,8/13/2004,8,2004,6.049,308
10137,Stuart Little,50.832,12/17/1999,12,1999,6.047,4102
15657,Tarzan II,40.067,6/13/2005,6,2005,6.047,1055
341689,How to Talk to Girls at Parties,14.889,10/6/2017,10,2017,6.047,350
140222,Love and Honor,10.199,3/22/2013,3,2013,6.047,330
14400,The Heir Apparent: Largo Winch,9.837,12/17/2008,12,2008,6.046,485
534,Terminator Salvation,60.509,5/20/2009,5,2009,6.045,6073
9268,Eraser,37.426,6/21/1996,6,1996,6.045,1671
4283,Primeval,23.45,1/12/2007,1,2007,6.045,356
1636,Bedazzled,32.245,10/19/2000,10,2000,6.044,1718
6068,Six Days Seven Nights,23.943,6/12/1998,6,1998,6.044,1339
103620,Maniac,17.938,12/26/2012,12,2012,6.044,855
41505,6 Souls,19.672,3/27/2010,3,2010,6.044,658
539181,Relic,17.032,7/3/2020,7,2020,6.044,656
13825,The Lazarus Project,15.129,10/24/2008,10,2008,6.044,330
35791,Resident Evil: Afterlife,2.351,9/9/2010,9,2010,6.042,3568
31203,Little Nicholas,12.525,9/30/2009,9,2009,6.042,1064
6466,Freddy vs. Jason,49.799,8/15/2003,8,2003,6.041,2349
11024,Scooby-Doo 2: Monsters Unleashed,25.796,3/24/2004,3,2004,6.04,2516
12110,Dracula: Dead and Loving It,23.618,12/22/1995,12,1995,6.04,893
168138,The Last Days,14.667,3/27/2013,3,2013,6.04,312
864873,Hypnotic,26.604,10/27/2021,10,2021,6.039,555
56339,Whatsoeverly,4.601,1/21/2011,1,2011,6.039,510
205588,Our Kind of Traitor,15.655,5/5/2016,5,2016,6.039,501
152760,The Monuments Men,38.567,1/24/2014,1,2014,6.038,3357
37652,Didier,9.971,1/28/1997,1,1997,6.038,546
531503,Point Blank,21.241,7/12/2019,7,2019,6.038,495
254194,Starry Eyes,13.981,7/29/2014,7,2014,6.038,407
3563,I Now Pronounce You Chuck & Larry,32.175,7/12/2007,7,2007,6.037,2157
403587,Return,5.118,10/31/1985,10,1985,6.036,1139
13252,Cleaner,21.43,9/11/2007,9,2007,6.036,757
77805,Lovelace,25.077,8/8/2013,8,2013,6.036,635
289727,The Rewrite,18.461,6/15/2014,6,2014,6.036,549
143049,Adult World,17.166,4/18/2013,4,2013,6.036,351
8324,Fast Food Nation,14.696,11/17/2006,11,2006,6.036,334
300681,Replicas,28.628,10/25/2018,10,2018,6.035,1228
162903,The Fifth Estate,14.387,10/11/2013,10,2013,6.035,940
15189,Hotel for Dogs,28.843,1/16/2009,1,2009,6.035,817
457955,The Night Eats the World,17.408,3/7/2018,3,2018,6.035,613
309242,Mississippi Grind,18.669,7/4/2015,7,2015,6.035,453
37770,Fantozzi to the Rescue,5.815,12/21/1990,12,1990,6.035,329
216282,Into the Storm,33.597,8/6/2014,8,2014,6.034,1905
10186,The Rocker,17.967,8/20/2008,8,2008,6.034,547
618,The Birth of a Nation,17.163,2/8/1915,2,1915,6.034,486
60304,Hansel & Gretel: Witch Hunters,48.909,1/17/2013,1,2013,6.033,6364
9208,Broken Arrow,24.658,2/9/1996,2,1996,6.033,1371
12834,Leaves of Grass,13.556,9/13/2009,9,2009,6.033,382
249660,God's Not Dead,21.753,3/21/2014,3,2014,6.032,839
133805,Carrie,32.105,10/16/2013,10,2013,6.031,4231
13700,Home on the Range,54.588,4/2/2004,4,2004,6.031,1882
77883,The Possession,21.654,8/30/2012,8,2012,6.031,1495
565028,Candyman,29.082,8/25/2021,8,2021,6.031,1410
11915,The Gendarme and the Gendarmettes,15.618,10/3/1982,10,1982,6.031,499
157353,Transcendence,37.814,4/16/2014,4,2014,6.03,5137
10424,Jennifer Eight,16.759,11/6/1992,11,1992,6.03,318
119283,Parker,30.95,1/23/2013,1,2013,6.029,2848
10353,The Visitors II: The Corridors of Time,17.52,2/11/1998,2,1998,6.029,916
328595,Parallels,10.022,3/1/2015,3,2015,6.029,328
11675,Halloween H20: 20 Years Later,25.121,8/5/1998,8,1998,6.028,1501
427989,Poor but Rich,8.521,12/15/2016,12,2016,6.028,391
76285,Percy Jackson: Sea of Monsters,39.544,8/7/2013,8,2013,6.027,4888
11082,The Seventh Sign,22.115,4/1/1988,4,1988,6.027,316
1969,Bandidas,19.505,1/18/2006,1,2006,6.026,1024
74944,War of the Buttons,9.022,9/14/2011,9,2011,6.026,385
8884,Franklyn,14.34,10/16/2008,10,2008,6.026,331
300153,Life,10.221,7/24/2015,7,2015,6.026,324
258509,Alvin and the Chipmunks: The Road Chip,48.345,12/17/2015,12,2015,6.025,1533
548473,Color Out of Space,23.304,9/7/2019,9,2019,6.025,1298
48340,Sanctum,22.671,2/3/2011,2,2011,6.025,965
1252,Lonely Hearts,15.432,4/30/2006,4,2006,6.025,322
10555,Shark Tale,69.792,9/20/2004,9,2004,6.024,5971
849,Krull,19.945,7/29/1983,7,1983,6.024,490
8850,The Shadow,19.89,7/1/1994,7,1994,6.024,471
116811,Berberian Sound Studio,17.286,8/30/2012,8,2012,6.024,313
23048,Hot Tub Time Machine,20.365,3/26/2010,3,2010,6.023,2284
520663,The Woman in the Window,20.948,5/13/2021,5,2021,6.023,1791
11932,Bride of Chucky,60.691,10/16/1998,10,1998,6.023,1735
4515,Lions for Lambs,21.782,10/22/2007,10,2007,6.023,690
2575,The Tailor of Panama,16.232,3/30/2001,3,2001,6.023,432
12590,Below,29.795,8/11/2002,8,2002,6.023,406
6917,The Gate,10.316,4/21/1987,4,1987,6.023,327
5559,Bee Movie,47.148,10/28/2007,10,2007,6.022,4546
9644,National Lampoon's Loaded Weapon 1,19.71,2/4/1993,2,1993,6.022,658
65599,The Woman,19.38,10/14/2011,10,2011,6.022,484
2212,Nightwatch,18.631,1/31/1997,1,1997,6.022,357
60405,Sharpay's Fabulous Adventure,22.768,4/19/2011,4,2011,6.021,521
11452,National Lampoon's Van Wilder,31.513,3/29/2002,3,2002,6.02,1692
6935,Yamakasi,13.289,4/4/2001,4,2001,6.02,523
10478,Tin Cup,18.576,8/16/1996,8,1996,6.02,470
10533,The Scarlet Letter,18.461,10/13/1995,10,1995,6.02,424
335866,Circle,34.843,5/28/2015,5,2015,6.019,1822
483202,Eli,31.619,10/18/2019,10,2019,6.019,1306
588001,Despite Everything,12.968,3/16/2019,3,2019,6.018,408
10433,Mad Dog and Glory,21.596,3/5/1993,3,1993,6.018,334
59457,Womb,24.689,7/15/2010,7,2010,6.018,327
4858,The Invasion,24.609,8/17/2007,8,2007,6.017,1383
46503,All Good Things,13.252,12/3/2010,12,2010,6.017,834
11077,Problem Child,34.42,7/27/1990,7,1990,6.017,756
76494,What to Expect When You're Expecting,32.05,5/17/2012,5,2012,6.016,1706
429415,Extinction,33.111,7/15/2018,7,2018,6.016,1690
347984,6 Days,15.515,7/9/2017,7,2017,6.016,647
50321,Mars Needs Moms,28.455,3/9/2011,3,2011,6.016,640
292040,Spooks: The Greater Good,21.047,4/11/2015,4,2015,6.016,535
121824,Stand Up Guys,20.644,12/14/2012,12,2012,6.015,848
508018,The Warning,15.481,3/10/2018,3,2018,6.015,356
257091,Get Hard,28.605,3/26/2015,3,2015,6.014,2539
9279,Jingle All the Way,56.238,11/21/1996,11,1996,6.014,2384
29425,The Crazies,10.941,3/16/1973,3,1973,6.014,326
290764,Tracers,26.713,1/15/2015,1,2015,6.013,1031
58013,La banda dei Babbi Natale,9.091,12/17/2010,12,2010,6.013,1006
55465,A Very Harold & Kumar Christmas,25.872,11/4/2011,11,2011,6.013,876
840882,The Weekend Away,27.133,3/3/2022,3,2022,6.013,611
209249,The Love Punch,14.907,1/13/2014,1,2014,6.013,400
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,68.144,6/1/2016,6,2016,6.012,3279
383709,Wonderstruck,21.774,10/13/2017,10,2017,6.012,378
11099,The Final Cut,17.933,10/15/2004,10,2004,6.011,643
11857,Orange County,19.612,1/10/2002,1,2002,6.011,418
943930,Tin & Tina,28.291,3/24/2023,3,2023,6.011,321
188161,A Million Ways to Die in the West,33.772,5/22/2014,5,2014,6.01,3825
109491,Beautiful Creatures,29.905,2/13/2013,2,2013,6.01,2724
228968,Kidnapping Mr. Heineken,17.902,3/12/2015,3,2015,6.01,595
9564,Asterix & Obelix Take on Caesar,20.944,2/3/1999,2,1999,6.009,1750
9453,Caligula,92.148,8/14/1979,8,1979,6.009,742
509730,The Queen's Corgi,29.963,2/13/2019,2,2019,6.009,390
10544,Ned Kelly,16.301,3/22/2003,3,2003,6.009,329
13654,101 Dalmatians II: Patch's London Adventure,37.39,11/6/2002,11,2002,6.008,1084
550201,The Pool,19.469,9/27/2018,9,2018,6.008,300
311324,The Great Wall,66.818,12/16/2016,12,2016,6.007,4793
66129,The Tuche Family,10.377,6/30/2011,6,2011,6.007,1225
517909,The Laundromat,21.469,9/27/2019,9,2019,6.006,1122
26691,Neuilly Yo Mama!,6.734,8/12/2009,8,2009,6.006,888
5820,The Sentinel,19.979,4/19/2006,4,2006,6.006,708
14636,The Condemned,26.895,4/27/2007,4,2007,6.006,701
59429,Paranormal Activity: Tokyo Night,18.529,11/20/2010,11,2010,6.006,398
346681,Wilson,14.516,3/24/2017,3,2017,6.006,336
934756,Love in the Villa,19.849,9/1/2022,9,2022,6.005,308
2539,Spanglish,22.259,12/17/2004,12,2004,6.003,1191
10724,Firefox,26.203,6/18/1982,6,1982,6.003,493
9416,Money Talks,16.326,8/22/1997,8,1997,6.003,339
243442,Un fantastico via vai,6.158,12/12/2013,12,2013,6.003,302
9948,The Fox and the Hound 2,37.497,11/9/2006,11,2006,6.002,615
363126,Berlin Syndrome,19.494,4/20/2017,4,2017,6.002,597
366514,Up for Love,14.425,5/4/2016,5,2016,6.001,779
18239,The Twilight Saga: New Moon,96.285,11/18/2009,11,2009,6,8686
217,Indiana Jones and the Kingdom of the Crystal Skull,62.664,5/21/2008,5,2008,6,7712
36669,Die Another Day,42.976,11/17/2002,11,2002,6,3241
8914,Deep Blue Sea,31.392,7/28/1999,7,1999,6,2247
460458,Resident Evil: Welcome to Raccoon City,80.537,11/24/2021,11,2021,6,2213
32823,Get Him to the Greek,23.136,6/3/2010,6,2010,6,1628
406761,Hotel Artemis,25.144,6/7/2018,6,2018,6,1433
527261,The Silence,28.823,5/16/2019,5,2019,6,1415
13460,Doomsday,34.102,3/14/2008,3,2008,6,1186
431075,Polaroid,22.772,1/10/2019,1,2019,6,943
97051,Would You Rather,18.34,10/14/2012,10,2012,6,856
73937,The Big Year,13.44,10/13/2011,10,2011,6,723
8069,Barbarella,32.797,10/10/1968,10,1968,6,639
50725,Take Me Home Tonight,21.921,3/4/2011,3,2011,6,617
701175,The Paramedic,26.043,9/16/2020,9,2020,6,585
10351,Wishmaster,20.964,9/19/1997,9,1997,6,521
222899,About Last Night,18.221,2/14/2014,2,2014,6,476
220286,Grand Piano,12.538,10/11/2013,10,2013,6,469
66118,Case départ,13.775,7/6/2011,7,2011,6,455
294793,All the Old Knives,28.644,4/8/2022,4,2022,6,454
32293,The Cheetah Girls,22.703,8/15/2003,8,2003,6,452
500922,A Score to Settle,17.199,8/1/2019,8,2019,6,445
14817,Good Burger,66.865,7/25/1997,7,1997,6,443
918,Blind Date,20.086,3/27/1987,3,1987,6,439
785985,The Takedown,21.441,5/6/2022,5,2022,6,418
11847,The Accidental Spy,12.735,1/18/2001,1,2001,6,413
823999,Diabolik - Ginko Attacks,28.987,11/17/2022,11,2022,6,407
13159,Georgia Rule,19.783,5/10/2007,5,2007,6,403
168055,Love Is in the Air,9.999,4/2/2013,4,2013,6,386
174323,G.B.F.,0.68,1/17/2014,1,2014,6,380
1077280,Die Hart,49.077,2/22/2023,2,2023,6,350
43939,I'm Still Here,13.861,9/10/2010,9,2010,6,346
7511,The Last Kiss,9.539,9/10/2006,9,2006,6,346
2370,Topaz,18.684,12/17/1969,12,1969,6,341
11429,Beyond Re-Animator,13.791,4/4/2003,4,2003,6,325
13937,Raising Cain,14.713,8/7/1992,8,1992,6,312
340382,Attack on Titan II: End of the World,47.812,9/1/2015,9,2015,6,301
787298,Squared Love,11.218,2/11/2021,2,2021,6,300
9546,Ricochet,15.553,10/4/1991,10,1991,6,279
64635,Total Recall,56.53,8/2/2012,8,2012,5.999,5151
138697,Don Jon,38.064,9/12/2013,9,2013,5.999,4084
818,Austin Powers in Goldmember,37.172,7/26/2002,7,2002,5.998,2881
11678,Vertical Limit,37.314,12/8/2000,12,2000,5.998,951
80038,Friends with Kids,12.5,3/9/2012,3,2012,5.998,447
602734,Spiral: From the Book of Saw,95.383,5/12/2021,5,2021,5.997,1754
1642,The Net,23.09,7/28/1995,7,1995,5.997,1223
340487,Certain Women,15.025,9/25/2016,9,2016,5.997,301
442249,The First Purge,78.131,7/4/2018,7,2018,5.996,3764
41439,Saw 3D,97.818,10/22/2010,10,2010,5.996,2778
10678,Bringing Down the House,21.451,3/7/2003,3,2003,5.996,656
11133,Poltergeist II: The Other Side,16.162,5/23/1986,5,1986,5.996,597
44894,I Love You in Every Language in the World,6.83,12/16/2005,12,2005,5.996,458
9493,Twins,40.809,12/8/1988,12,1988,5.995,2062
8831,Timecop,22.796,9/15/1994,9,1994,5.995,1060
333348,Love the Coopers,27.799,11/12/2015,11,2015,5.995,730
